513864.35	5403125.10	310.15	
513860.38	5403126.40	309.52	
513860.33	5403126.90	309.42	
513860.32	5403126.90	309.31	
513858.37	5403125.80	309.53	
513858.36	5403126.10	309.45	
513858.34	5403126.90	309.40	
513858.30	5403127.50	309.16	
513858.23	5403126.50	309.31	
513856.27	5403128.30	308.97	
513850.14	5403129.60	306.52	
513850.10	5403129.90	306.52	
513850.02	5403128.10	306.48	
513848.03	5403129.80	306.44	
513845.89	5403129.10	306.31	
513845.76	5403129.20	306.35	
513845.68	5403126.40	306.37	
513845.65	5403125.20	306.41	
513843.71	5403128.70	306.32	
513843.67	5403130.00	306.36	
513843.65	5403130.20	306.36	
513843.58	5403129.80	306.34	
513839.35	5403124.90	306.25	
513839.35	5403129.20	306.32	
513839.33	5403129.70	306.29	
513839.29	5403130.40	306.32	
513837.19	5403128.50	306.31	
513837.10	5403130.40	306.32	
513836.97	5403126.50	306.33	
513835.06	5403127.30	306.41	
513834.87	5403130.50	297.32	
513834.84	5403131.00	296.38	
513834.74	5403128.50	299.52	
513832.76	5403126.30	295.95	
513832.77	5403130.30	295.90	
513832.67	5403131.60	295.95	
513830.59	5403131.50	295.75	
513828.49	5403129.70	295.67	
513826.59	5403129.00	295.66	
513826.51	5403131.60	295.55	
513820.30	5403130.00	295.28	
513820.27	5403130.70	295.07	
513820.11	5403128.60	295.23	
513818.15	5403131.50	294.81	
513816.08	5403125.20	294.76	
513814.00	5403130.70	294.35	
513813.91	5403132.10	294.45	
513811.88	5403125.70	293.96	
513811.91	5403128.60	294.14	
513811.91	5403130.60	294.19	
513811.84	5403132.20	294.27	
513809.78	5403128.00	293.94	
513809.79	5403128.80	294.04	
513809.67	5403132.20	294.15	
513809.64	5403131.30	294.07	
513807.66	5403127.10	293.91	
513807.65	5403131.80	293.95	
513805.51	5403132.50	293.71	
513805.45	5403132.50	293.67	
513805.29	5403125.80	293.92	
513803.47	5403129.10	293.79	
513803.47	5403131.00	293.72	
513803.45	5403131.80	293.69	
513803.45	5403131.90	293.64	
513801.33	5403124.90	293.92	
513801.38	5403129.20	293.75	
513801.33	5403132.50	293.70	
513801.29	5403132.90	293.72	
513801.12	5403127.40	293.75	
513799.20	5403132.90	293.68	
513799.16	5403132.20	293.72	
513797.21	5403129.80	293.72	
513797.17	5403132.30	293.65	
513797.14	5403132.90	293.75	
513795.01	5403132.60	293.70	
513793.03	5403132.10	293.65	
513792.97	5403132.70	293.63	
513791.02	5403128.20	293.62	
513791.02	5403131.50	293.69	
513791.01	5403131.60	293.63	
513790.92	5403132.40	293.56	
513788.99	5403130.80	293.59	
513788.98	5403131.00	293.55	
513788.70	5403125.70	293.55	
513786.90	5403126.00	293.55	
513786.92	5403127.10	293.49	
513786.95	5403129.50	293.49	
513786.90	5403132.30	293.60	
513786.88	5403132.50	293.57	
513786.80	5403131.30	293.57	
513784.88	5403131.50	293.55	
513784.83	5403132.50	293.51	
513782.86	5403130.50	293.52	
513782.84	5403131.70	293.48	
513782.57	5403125.60	293.73	
513780.82	5403128.10	293.58	
513780.82	5403131.80	293.56	
513780.64	5403129.30	293.37	
513778.79	5403125.90	293.84	
513778.82	5403128.10	293.64	
513778.84	5403130.30	293.46	
513778.76	5403132.40	293.49	
513778.74	5403132.20	293.40	
513776.81	5403127.10	293.74	
513776.84	5403130.70	293.42	
513776.78	5403132.50	293.49	
513776.75	5403132.40	293.41	
513776.67	5403130.40	293.42	
513774.79	5403132.30	293.39	
513774.67	5403130.30	293.61	
513772.80	5403132.10	293.55	
513768.83	5403131.00	293.71	
513768.83	5403131.20	293.67	
513768.77	5403132.00	293.56	
513768.74	5403131.60	293.60	
513768.54	5403124.80	294.78	
513766.84	5403128.80	294.16	
513766.83	5403130.60	293.86	
513766.80	5403131.40	293.70	
513766.80	5403131.60	293.74	
513764.84	5403130.90	293.94	
513764.81	5403131.40	293.91	
513764.81	5403131.50	293.93	
513762.88	5403128.80	294.51	
513762.88	5403130.20	294.28	
513762.87	5403130.30	294.24	
513760.91	5403130.10	294.45	
513760.86	5403131.20	294.21	
513760.78	5403129.80	294.52	
513758.93	5403128.50	294.81	
513758.93	5403129.40	294.80	
513756.92	5403130.60	294.64	
513756.92	5403130.80	294.60	
513756.91	5403130.90	294.60	
513754.88	5403131.00	294.78	
513869.97	5403148.40	308.01	
513869.77	5403161.50	308.21	
513869.20	5403196.90	306.30	
513868.35	5403183.60	306.44	
513868.42	5403170.40	306.73	
513868.62	5403138.20	309.56	
513868.63	5403136.70	309.80	
513867.38	5403179.40	306.43	
513866.26	5403183.80	306.36	
513866.29	5403176.50	306.48	
513866.36	5403163.20	306.75	
513866.41	5403154.40	307.52	
513866.56	5403132.60	309.98	
513866.11	5403130.20	310.29	
513866.00	5403135.80	309.21	
513865.81	5403145.90	307.41	
513865.68	5403154.60	307.48	
513864.20	5403175.20	306.42	
513864.27	5403159.00	306.71	
513863.87	5403136.00	308.69	
513863.55	5403154.80	306.72	
513863.46	5403160.70	306.61	
513863.17	5403179.80	306.37	
513863.02	5403190.10	306.49	
513862.04	5403187.20	306.49	
513862.06	5403181.20	306.27	
513862.09	5403173.90	306.42	
513862.26	5403140.10	307.61	
513862.32	5403131.40	309.19	
513861.78	5403134.80	308.33	
513861.76	5403136.20	308.20	
513861.66	5403142.00	307.44	
513861.47	5403153.60	306.67	
513861.28	5403166.80	306.46	
513861.06	5403181.60	306.35	
513859.98	5403181.50	306.45	
513860.00	5403178.50	306.41	
513860.03	5403168.30	306.35	
513860.07	5403161.00	306.44	
513859.41	5403152.50	306.68	
513857.93	5403174.50	306.38	
513857.98	5403164.20	306.40	
513858.10	5403139.30	307.59	
513858.13	5403134.80	308.25	
513857.47	5403144.10	306.66	
513857.41	5403148.50	306.62	
513855.96	5403157.20	306.36	
513855.09	5403167.90	306.35	
513853.92	5403157.50	306.29	
513853.36	5403146.20	306.48	
513853.31	5403149.20	306.45	
513853.21	5403156.50	306.32	
513851.85	5403163.90	306.37	
513851.87	5403158.10	306.42	
513851.89	5403153.60	306.32	
513851.89	5403152.10	306.34	
513851.54	5403129.50	306.62	
513851.40	5403139.40	306.38	
513851.34	5403143.80	306.39	
513851.30	5403146.80	306.38	
513851.26	5403149.70	306.33	
513849.89	5403136.40	306.49	
513849.17	5403153.20	306.40	
513847.81	5403138.30	306.44	
513847.83	5403133.90	306.51	
513847.83	5403132.40	306.43	
513847.85	5403126.50	306.57	
513845.51	5403190.30	301.66	
513845.72	5403147.60	306.36	
513845.75	5403137.30	306.29	
513845.38	5403128.10	306.44	
513845.06	5403152.70	306.46	
513843.64	5403152.60	306.30	
513843.70	5403131.90	306.33	
513843.26	5403131.40	306.35	
513843.11	5403142.90	306.36	
513843.05	5403147.20	306.27	
513842.87	5403154.40	301.87	
513842.43	5403188.50	301.59	
513841.37	5403194.30	301.50	
513841.49	5403149.80	301.91	
513841.50	5403146.80	301.98	
513841.16	5403133.30	306.36	
513840.85	5403150.50	301.84	
513839.28	5403194.80	301.44	
513839.35	5403168.10	301.72	
513839.39	5403151.80	301.80	
513839.50	5403138.70	306.38	
513838.32	5403185.00	301.55	
513837.30	5403150.70	301.81	
513837.04	5403128.60	306.36	
513836.67	5403151.30	301.80	
513836.56	5403160.20	301.84	
513836.21	5403186.90	301.43	
513835.12	5403194.10	301.47	
513835.12	5403189.60	301.43	
513835.22	5403149.60	301.84	
513835.22	5403148.10	301.90	
513835.00	5403124.90	306.36	
513834.91	5403128.80	304.12	
513834.65	5403145.80	301.77	
513834.31	5403172.50	301.62	
513834.22	5403179.90	301.53	
513834.20	5403181.40	301.47	
513834.11	5403188.80	301.43	
513834.03	5403194.80	301.40	
513833.04	5403190.00	301.43	
513833.04	5403188.50	301.45	
513833.11	5403160.40	301.74	
513832.55	5403138.50	296.08	
513832.03	5403189.10	301.36	
513830.97	5403185.90	301.40	
513831.02	5403160.60	301.67	
513831.03	5403154.70	301.70	
513830.97	5403134.90	295.94	
513830.37	5403155.40	301.68	
513830.29	5403161.20	301.66	
513830.18	5403170.20	301.54	
513829.92	5403191.00	301.33	
513829.87	5403195.50	301.26	
513828.93	5403163.90	301.65	
513828.95	5403155.00	301.73	
513828.88	5403135.20	295.75	
513828.88	5403133.70	295.76	
513828.34	5403151.30	301.85	
513827.86	5403189.80	301.30	
513826.82	5403180.50	301.39	
513826.84	5403170.20	301.57	
