513450.04	5402651.74	295.44
513450.1	5402655.08	292.1
513450.07	5402656.67	292.16
513450.05	5402658.26	292.19
513450.02	5402659.85	292.38
513450	5402661.44	292.45
513450.01	5402683.38	292.87
513450.04	5402682	292.91
513450.08	5402680.49	293.06
513450.1	5402679.09	293.18
513450.14	5402677.61	293.16
513450.18	5402676.12	293.18
513450.21	5402674.64	293.08
513450.25	5402673.15	293.03
513450.28	5402671.66	293.08
513450.27	5402670.05	294.66
513450.4	5402667.11	292.84
513450.43	5402665.63	292.74
513450.47	5402664.04	292.8
513450.51	5402662.56	292.71
513450.55	5402660.98	292.48
513450.59	5402659.5	292.38
513450.63	5402657.92	292.26
513450.67	5402656.34	292.04
513450.71	5402654.85	292.07
513450.65	5402653.11	295.21
513452.09	5402652.02	295.66
513452.1	5402655.29	293.72
513452.09	5402658.53	292.56
513452.04	5402661.7	292.8
513452.01	5402663.28	293.08
513451.99	5402664.76	293.06
513451.97	5402666.36	293.04
513451.9	5402667.83	294.68
513451.87	5402669.4	294.97
513451.83	5402670.94	295.62
513451.83	5402672.58	295.01
513451.8	5402675.69	294.64
513451.77	5402677.26	294.86
513451.77	5402678.94	293.98
513451.74	5402682.17	293.54
513451.72	5402683.79	293.41
513451.7	5402685.41	293.22
513451.69	5402686.93	292.99
513451.67	5402688.54	292.85
513451.65	5402690.05	292.79
513451.64	5402691.34	292.72
513451.63	5402692.52	292.74
513451.61	5402693.59	292.77
513451.61	5402694.34	292.77
513451.6	5402694.88	292.76
513451.61	5402695.31	292.68
513451.61	5402695.63	292.73
513451.61	5402695.85	292.72
513451.61	5402696.06	292.72
513451.62	5402696.16	292.78
513451.62	5402696.38	292.78
513451.63	5402696.49	292.78
513451.63	5402696.6	292.75
513451.64	5402696.82	292.74
513451.64	5402697.03	292.8
513451.65	5402697.14	292.74
513451.65	5402697.24	292.81
513451.66	5402697.24	292.8
513451.67	5402697.36	292.72
513451.67	5402697.47	292.72
513451.68	5402697.47	292.76
513451.68	5402697.57	292.75
513451.69	5402697.57	292.78
513451.7	5402697.58	292.7
513451.71	5402697.58	292.74
513451.71	5402697.58	292.77
513451.73	5402697.36	292.76
513451.74	5402697.04	292.75
513451.76	5402696.5	292.79
513451.78	5402695.65	292.77
513451.8	5402694.68	292.81
513451.83	5402693.61	292.79
513451.87	5402692.34	292.74
513451.9	5402690.83	292.84
513451.93	5402689.44	292.86
513451.96	5402688.03	293
513451.99	5402686.51	293.26
513452.02	5402685.11	293.38
513452.05	5402683.61	293.49
513452.13	5402679.29	294.1
513452.25	5402673.27	295.02
513452.27	5402671.76	295.37
513452.3	5402670.26	295.63
513452.44	5402667.36	293.31
513452.48	5402665.89	293.17
513452.52	5402664.3	293.1
513452.55	5402662.82	293.06
513452.6	5402661.25	292.76
513452.61	5402659.71	293.7
513452.66	5402658.14	293.25
513452.72	5402656.61	292.18
513454.17	5402650.85	295.57
513454.15	5402653.95	294.94
513454.08	5402660.33	294.36
513454.09	5402661.97	293.42
513454.07	5402663.57	293.34
513454.05	5402665.06	293.27
513453.99	5402666.67	294.51
513453.95	5402668.1	295.34
513453.92	5402669.67	295.59
513453.89	5402671.25	295.61
513453.87	5402672.73	295.67
513453.79	5402680.77	294.83
513453.75	5402683.99	294.52
513453.74	5402685.63	294.16
513453.74	5402687.18	293.63
513453.72	5402688.8	293.4
513453.71	5402690.33	293.14
513453.7	5402691.64	292.93
513453.69	5402692.82	292.89
513453.68	5402693.79	292.8
513453.67	5402694.66	292.77
513453.67	5402695.19	292.78
513453.67	5402695.63	292.74
513453.67	5402695.95	292.78
513453.67	5402696.16	292.75
513453.68	5402696.39	292.71
513453.68	5402696.49	292.75
513453.69	5402696.71	292.69
513453.69	5402696.81	292.76
513453.7	5402697.03	292.76
513453.7	5402697.14	292.69
513453.71	5402697.26	292.64
513453.71	5402697.46	292.71
513453.72	5402697.57	292.74
513453.72	5402697.68	292.73
513453.73	5402697.68	292.69
513453.74	5402697.79	292.74
513453.74	5402697.9	292.73
513453.75	5402697.9	292.7
513453.76	5402697.89	292.76
513453.78	5402697.9	292.76
513453.79	5402697.69	292.67
513453.81	5402697.37	292.67
513453.82	5402696.83	292.75
513453.85	5402695.97	292.76
513453.87	5402695	292.8
513453.9	5402693.82	292.83
513453.92	5402692.51	293.02
513453.95	5402691.11	293.12
513453.98	5402689.7	293.3
513454.01	5402688.28	293.67
513454.06	5402685.34	294.27
513454.08	5402683.82	294.56
513454.26	5402675.02	295.61
513454.3	5402673.54	295.58
513454.33	5402672.05	295.64
513454.37	5402670.57	295.56
513454.45	5402667.53	295.27
513454.51	5402666.11	294.34
513454.57	5402664.58	293.52
513454.61	5402663.1	293.44
513454.63	5402661.49	293.89
513454.69	5402659.95	292.97
513454.74	5402655.18	295.08
513456.25	5402651.14	295
513456.14	5402658.95	295.11
513456.11	5402663.79	293.87
513456.06	5402666.95	294.2
513456	5402668.33	295.67
513455.98	5402669.93	295.52
513455.95	5402671.51	295.63
513455.93	5402673.11	295.55
513455.92	5402674.6	295.42
513455.9	5402676.2	295.38
513455.86	5402679.41	295.04
513455.85	5402681.03	294.85
513455.83	5402682.65	294.6
513455.81	5402684.25	294.52
513455.75	5402688.94	294.58
513455.71	5402694.73	293.45
513455.77	5402697.81	292.93
513455.78	5402697.93	292.88
513455.79	5402697.93	292.83
513455.79	5402698.03	292.92
513455.8	5402698.15	292.85
513455.81	5402698.15	292.88
513455.81	5402698.15	292.85
513455.83	5402698.16	292.81
513455.84	5402698.15	292.86
513455.92	5402695.23	293.18
513455.97	5402692.72	293.63
513456.08	5402686.98	294.38
513456.12	5402685.5	294.33
513456.14	5402684.09	294.56
513456.17	5402682.7	294.66
513456.21	5402681.2	294.8
513456.24	5402679.69	294.99
513456.26	5402678.29	295.23
513456.29	5402676.8	295.31
513456.33	5402675.31	295.42
513456.36	5402673.82	295.49
513456.39	5402672.33	295.57
513456.43	5402670.74	295.57
513456.46	5402669.26	295.58
513456.54	5402667.89	294.08
513456.62	5402663.18	294.97
513456.7	5402660.12	294.76
513456.72	5402658.62	295.18
513456.92	5402650.83	294.83
513458.32	5402651.48	294.86
513458.3	5402653.07	294.77
513458.28	5402654.65	294.88
513458.23	5402657.7	295.19
513458.21	5402659.29	295.16
513458.18	5402662.49	294.67
513458.24	5402664.27	291.83
513458.13	5402667.3	294.15
513458.07	5402668.68	295.6
513458.05	5402670.27	295.52
513458.03	5402671.86	295.57
513458.03	5402673.52	294.73
513457.97	5402676.55	295.22
513457.96	5402678.16	295.02
513457.94	5402679.77	294.85
513457.92	5402681.37	294.81
513457.9	5402682.99	294.61
513457.89	5402684.61	294.41
513457.87	5402686.22	294.25
513457.86	5402687.73	294.09
513457.84	5402689.34	294.02
513457.82	5402690.86	293.78
513457.81	5402692.14	293.82
513457.87	5402698.48	292.98
513457.88	5402698.48	292.95
513457.88	5402698.48	292.98
513457.91	5402698.49	292.96
513458.04	5402693.06	293.65
513458.07	5402691.66	293.73
513458.1	5402690.25	293.93
513458.13	5402688.85	294.06
513458.16	5402687.35	294.14
513458.19	5402685.84	294.31
513458.22	5402684.43	294.53
513458.25	5402682.94	294.57
