513450.04	5402682.00	292.91	
513450.21	5402674.60	293.08	
513450.51	5402662.60	292.71	
513451.74	5402682.20	293.54	
513451.67	5402688.50	292.85	
513451.63	5402696.60	292.75	
513451.68	5402697.50	292.76	
513451.73	5402697.40	292.76	
513454.05	5402665.10	293.27	
513453.67	5402695.60	292.74	
513453.67	5402696.00	292.78	
513453.70	5402697.00	292.76	
513453.72	5402697.70	292.73	
513453.73	5402697.70	292.69	
513453.74	5402697.90	292.73	
513453.76	5402697.90	292.76	
513453.78	5402697.90	292.76	
513455.93	5402673.10	295.55	
513455.90	5402676.20	295.38	
513455.81	5402698.20	292.85	
513456.26	5402678.30	295.23	
513456.43	5402670.70	295.57	
513456.62	5402663.20	294.97	
513458.28	5402654.70	294.88	
513458.05	5402670.30	295.52	
513457.81	5402692.10	293.82	
513458.07	5402691.70	293.73	
513458.13	5402688.80	294.06	
513458.57	5402668.10	295.60	
513458.77	5402660.50	295.00	
513460.32	5402658.00	294.55	
513460.11	5402670.60	295.59	
513459.92	5402698.70	293.10	
513459.94	5402698.80	293.12	
513459.98	5402698.60	293.05	
513460.01	5402697.60	293.18	
513460.05	5402695.90	293.31	
513460.11	5402693.40	293.58	
513460.13	5402692.00	293.76	
513462.49	5402650.50	294.93	
513462.37	5402660.10	294.58	
513462.22	5402671.10	294.63	
513461.93	5402697.20	293.25	
513461.95	5402697.90	293.15	
513462.07	5402698.60	293.18	
513462.81	5402665.80	294.73	
513462.96	5402659.50	294.53	
513464.04	5402698.50	293.26	
513464.07	5402699.20	293.14	
513464.75	5402672.10	294.77	
513466.41	5402671.70	294.16	
513466.35	5402674.90	294.65	
513466.11	5402698.00	293.20	
513466.13	5402698.60	293.17	
513466.14	5402699.00	293.21	
513466.15	5402699.20	293.16	
513466.18	5402699.60	293.19	
513467.28	5402653.90	294.80	
513467.35	5402650.80	295.01	
513468.40	5402678.30	294.37	
513468.21	5402698.90	293.40	
513468.33	5402699.50	293.36	
513469.06	5402668.20	294.46	
513469.16	5402663.60	294.58	
513470.70	5402664.50	294.53	
513470.68	5402666.10	294.47	
513470.33	5402699.80	293.83	
513470.36	5402700.20	293.78	
513470.38	5402700.30	293.78	
513470.86	5402682.00	293.96	
513470.96	5402677.70	294.04	
513472.89	5402656.80	295.15	
513472.68	5402674.20	294.22	
513472.60	5402680.50	294.00	
513472.58	5402682.10	293.91	
513472.78	5402689.40	294.27	
513473.00	5402680.80	293.97	
513473.44	5402661.00	294.70	
513475.22	5402652.70	289.97	
513474.85	5402669.80	294.39	
513474.65	5402685.60	293.87	
513475.27	5402673.60	294.29	
513477.02	5402663.70	294.66	
513476.91	5402673.20	294.30	
513476.83	5402679.60	294.07	
513476.77	5402684.30	293.94	
513476.60	5402697.10	293.88	
513476.65	5402701.00	293.99	
513476.66	5402701.00	293.90	
513476.67	5402701.10	293.92	
513478.99	5402673.60	294.27	
513478.94	5402678.30	294.13	
513478.79	5402689.40	293.82	
513478.71	5402696.50	293.58	
513478.70	5402699.90	293.69	
513478.73	5402700.90	293.69	
513478.76	5402701.30	293.71	
513478.80	5402701.40	293.68	
513478.85	5402700.30	293.64	
513479.12	5402688.80	293.84	
513481.50	5402658.50	287.04	
513481.01	5402678.60	294.17	
513480.87	5402701.80	293.42	
513481.04	5402696.30	293.67	
513481.07	5402694.90	293.65	
513481.14	5402692.00	293.79	
513481.44	5402679.00	294.10	
513483.70	5402650.90	286.93	
513483.63	5402655.70	287.03	
513483.45	5402668.30	287.48	
513483.03	5402685.30	293.99	
513482.92	5402694.70	293.61	
513482.89	5402697.10	293.60	
513482.88	5402700.10	293.55	
513483.20	5402693.80	293.79	
513483.27	5402690.80	293.81	
513484.23	5402658.20	287.20	
513484.38	5402651.90	286.98	
513485.62	5402662.30	287.38	
513485.55	5402667.20	287.52	
513485.44	5402675.10	287.91	
513485.26	5402695.50	293.70	
513485.29	5402694.00	293.76	
513485.32	5402692.70	293.82	
513486.41	5402653.80	287.47	
513487.83	5402653.20	287.34	
513487.81	5402654.80	287.48	
513487.53	5402675.50	287.88	
513487.23	5402684.40	294.08	
513487.41	5402693.00	293.81	
513489.52	5402682.10	288.15	
513489.17	5402697.00	293.75	
513490.00	5402679.30	288.07	
513490.55	5402656.00	287.26	
513491.75	5402673.00	287.94	
513491.53	5402688.90	288.73	
513491.89	5402688.50	288.48	
513492.41	5402665.90	288.14	
513492.57	5402659.50	287.33	
