513450.04	5402650.20	296.30	
513450.04	5402651.70	295.44	
513450.10	5402655.10	292.10	
513450.07	5402656.70	292.16	
513450.05	5402658.30	292.19	
513450.02	5402659.80	292.38	
513450.00	5402661.40	292.45	
513450.01	5402683.40	292.87	
513450.08	5402680.50	293.06	
513450.10	5402679.10	293.18	
513450.14	5402677.60	293.16	
513450.18	5402676.10	293.18	
513450.25	5402673.20	293.03	
513450.28	5402671.70	293.08	
513450.27	5402670.00	294.66	
513450.40	5402667.10	292.84	
513450.43	5402665.60	292.74	
513450.47	5402664.00	292.80	
513450.55	5402661.00	292.48	
513450.59	5402659.50	292.38	
513450.63	5402657.90	292.26	
513450.67	5402656.30	292.04	
513450.71	5402654.80	292.07	
513450.65	5402653.10	295.21	
513452.09	5402652.00	295.66	
513452.10	5402655.30	293.72	
513452.09	5402658.50	292.56	
513452.04	5402661.70	292.80	
513452.01	5402663.30	293.08	
513451.99	5402664.80	293.06	
513451.97	5402666.40	293.04	
513451.90	5402667.80	294.68	
513451.87	5402669.40	294.97	
513451.83	5402670.90	295.62	
513451.83	5402672.60	295.01	
513451.80	5402675.70	294.64	
513451.77	5402677.30	294.86	
513451.77	5402678.90	293.98	
513451.72	5402683.80	293.41	
513451.70	5402685.40	293.22	
513451.69	5402686.90	292.99	
513451.65	5402690.00	292.79	
513451.64	5402691.30	292.72	
513451.63	5402692.50	292.74	
513451.61	5402693.60	292.77	
513451.61	5402694.30	292.77	
513451.60	5402694.90	292.76	
513451.61	5402695.30	292.68	
513451.61	5402695.60	292.73	
513451.61	5402695.80	292.72	
513451.61	5402696.10	292.72	
513451.62	5402696.20	292.78	
513451.62	5402696.40	292.78	
513451.63	5402696.50	292.78	
513451.64	5402696.80	292.74	
513451.64	5402697.00	292.80	
513451.65	5402697.10	292.74	
513451.65	5402697.20	292.81	
513451.66	5402697.20	292.80	
513451.67	5402697.40	292.72	
513451.67	5402697.50	292.72	
513451.68	5402697.60	292.75	
513451.69	5402697.60	292.78	
513451.70	5402697.60	292.70	
513451.71	5402697.60	292.74	
513451.71	5402697.60	292.77	
513451.74	5402697.00	292.75	
513451.76	5402696.50	292.79	
513451.78	5402695.70	292.77	
513451.80	5402694.70	292.81	
513451.83	5402693.60	292.79	
513451.87	5402692.30	292.74	
513451.90	5402690.80	292.84	
513451.93	5402689.40	292.86	
513451.96	5402688.00	293.00	
513451.99	5402686.50	293.26	
513452.02	5402685.10	293.38	
513452.05	5402683.60	293.49	
513452.13	5402679.30	294.10	
513452.25	5402673.30	295.02	
513452.27	5402671.80	295.37	
513452.30	5402670.30	295.63	
513452.44	5402667.40	293.31	
513452.48	5402665.90	293.17	
513452.52	5402664.30	293.10	
513452.55	5402662.80	293.06	
513452.60	5402661.20	292.76	
513452.61	5402659.70	293.70	
513452.66	5402658.10	293.25	
513452.72	5402656.60	292.18	
513454.17	5402650.80	295.57	
513454.15	5402654.00	294.94	
513454.08	5402660.30	294.36	
513454.09	5402662.00	293.42	
513454.07	5402663.60	293.34	
513453.99	5402666.70	294.51	
513453.95	5402668.10	295.34	
513453.92	5402669.70	295.59	
513453.89	5402671.20	295.61	
513453.87	5402672.70	295.67	
513453.79	5402680.80	294.83	
513453.75	5402684.00	294.52	
513453.74	5402685.60	294.16	
513453.74	5402687.20	293.63	
513453.72	5402688.80	293.40	
513453.71	5402690.30	293.14	
513453.70	5402691.60	292.93	
513453.69	5402692.80	292.89	
513453.68	5402693.80	292.80	
513453.67	5402694.70	292.77	
513453.67	5402695.20	292.78	
513453.67	5402696.20	292.75	
513453.68	5402696.40	292.71	
513453.68	5402696.50	292.75	
513453.69	5402696.70	292.69	
513453.69	5402696.80	292.76	
513453.70	5402697.10	292.69	
513453.71	5402697.30	292.64	
513453.71	5402697.50	292.71	
513453.72	5402697.60	292.74	
513453.74	5402697.80	292.74	
513453.75	5402697.90	292.70	
513453.79	5402697.70	292.67	
513453.81	5402697.40	292.67	
513453.82	5402696.80	292.75	
513453.85	5402696.00	292.76	
513453.87	5402695.00	292.80	
513453.90	5402693.80	292.83	
513453.92	5402692.50	293.02	
513453.95	5402691.10	293.12	
513453.98	5402689.70	293.30	
513454.01	5402688.30	293.67	
513454.06	5402685.30	294.27	
513454.08	5402683.80	294.56	
513454.26	5402675.00	295.61	
513454.30	5402673.50	295.58	
513454.33	5402672.00	295.64	
513454.37	5402670.60	295.56	
513454.45	5402667.50	295.27	
513454.51	5402666.10	294.34	
513454.57	5402664.60	293.52	
513454.61	5402663.10	293.44	
513454.63	5402661.50	293.89	
513454.69	5402660.00	292.97	
513454.74	5402655.20	295.08	
513456.25	5402651.10	295.00	
513456.14	5402659.00	295.11	
513456.11	5402663.80	293.87	
513456.06	5402667.00	294.20	
513456.00	5402668.30	295.67	
513455.98	5402669.90	295.52	
513455.95	5402671.50	295.63	
513455.92	5402674.60	295.42	
513455.86	5402679.40	295.04	
513455.85	5402681.00	294.85	
513455.83	5402682.70	294.60	
513455.81	5402684.20	294.52	
513455.75	5402688.90	294.58	
513455.71	5402694.70	293.45	
513455.77	5402697.80	292.93	
513455.78	5402697.90	292.88	
513455.79	5402697.90	292.83	
513455.79	5402698.00	292.92	
513455.80	5402698.20	292.85	
513455.81	5402698.20	292.88	
513455.83	5402698.20	292.81	
513455.84	5402698.20	292.86	
513455.92	5402695.20	293.18	
513455.97	5402692.70	293.63	
513456.08	5402687.00	294.38	
513456.12	5402685.50	294.33	
513456.14	5402684.10	294.56	
513456.17	5402682.70	294.66	
513456.21	5402681.20	294.80	
513456.24	5402679.70	294.99	
513456.29	5402676.80	295.31	
513456.33	5402675.30	295.42	
513456.36	5402673.80	295.49	
513456.39	5402672.30	295.57	
513456.46	5402669.30	295.58	
513456.54	5402667.90	294.08	
513456.70	5402660.10	294.76	
513456.72	5402658.60	295.18	
513456.92	5402650.80	294.83	
513458.32	5402651.50	294.86	
513458.30	5402653.10	294.77	
513458.23	5402657.70	295.19	
513458.21	5402659.30	295.16	
513458.18	5402662.50	294.67	
513458.24	5402664.30	291.83	
513458.13	5402667.30	294.15	
513458.07	5402668.70	295.60	
513458.03	5402671.90	295.57	
513458.03	5402673.50	294.73	
513457.97	5402676.50	295.22	
513457.96	5402678.20	295.02	
513457.94	5402679.80	294.85	
513457.92	5402681.40	294.81	
513457.90	5402683.00	294.61	
513457.89	5402684.60	294.41	
513457.87	5402686.20	294.25	
513457.86	5402687.70	294.09	
513457.84	5402689.30	294.02	
513457.82	5402690.90	293.78	
513457.87	5402698.50	292.98	
513457.88	5402698.50	292.95	
513457.88	5402698.50	292.98	
513457.91	5402698.50	292.96	
513458.04	5402693.10	293.65	
513458.10	5402690.20	293.93	
513458.16	5402687.30	294.14	
513458.19	5402685.80	294.31	
513458.22	5402684.40	294.53	
513458.25	5402682.90	294.57	
513458.28	5402681.50	294.75	
513458.31	5402680.00	294.82	
513458.35	5402678.50	294.93	
513458.37	5402677.20	295.18	
513458.41	5402675.70	295.02	
513458.46	5402674.20	294.57	
513458.50	5402671.10	295.57	
513458.54	5402669.60	295.63	
513458.80	5402659.00	295.31	
513458.83	5402657.40	295.42	
513458.88	5402655.80	294.84	
513458.92	5402654.20	294.76	
513458.96	5402652.80	294.79	
513458.99	5402651.20	294.81	
513460.41	5402650.20	294.93	
513460.39	5402651.80	294.85	
513460.37	5402653.40	294.77	
513460.35	5402655.00	294.77	
513460.33	5402656.50	294.66	
513460.28	5402659.70	294.84	
513460.26	5402661.20	294.97	
513460.24	5402662.80	295.05	
513460.15	5402667.50	295.66	
513460.14	5402669.00	295.59	
513460.04	5402677.00	295.08	
513460.01	5402680.10	294.72	
513459.99	5402681.70	294.64	
513459.97	5402683.30	294.53	
513459.95	5402684.90	294.46	
513459.94	5402686.50	294.24	
513459.92	5402688.10	294.10	
513459.90	5402689.70	293.96	
513459.89	5402691.20	293.72	
513459.87	5402692.50	293.67	
513459.87	5402693.70	293.50	
513459.86	5402694.70	293.42	
513459.85	5402695.50	293.40	
513459.85	5402696.00	293.37	
513459.85	5402696.50	293.26	
513459.85	5402696.80	293.24	
513459.86	5402697.00	293.18	
513459.86	5402697.20	293.25	
513459.87	5402697.50	293.23	
513459.87	5402697.60	293.16	
513459.88	5402697.70	293.16	
513459.88	5402697.90	293.12	
513459.89	5402698.00	293.10	
513459.90	5402698.10	293.09	
513459.90	5402698.20	293.10	
513459.90	5402698.40	293.10	
513459.91	5402698.50	293.07	
513459.92	5402698.50	293.14	
513459.93	5402698.70	293.04	
513459.94	5402698.80	293.11	
513459.95	5402698.80	293.02	
513459.97	5402698.80	293.10	
513459.99	5402698.20	293.03	
513460.03	5402696.80	293.27	
513460.08	5402694.70	293.46	
513460.17	5402690.60	293.85	
513460.20	5402689.00	294.04	
513460.22	5402687.70	294.19	
513460.26	5402686.20	294.25	
513460.29	5402684.80	294.46	
513460.32	5402683.20	294.55	
513460.35	5402681.90	294.65	
513460.38	5402680.40	294.72	
513460.42	5402678.90	294.73	
513460.60	5402669.90	295.66	
513460.76	5402663.80	294.94	
513460.80	5402662.30	295.08	
513460.84	5402660.80	294.67	
513460.88	5402659.30	294.52	
513460.92	5402657.70	294.65	
513460.95	5402656.10	294.68	
513460.99	5402654.50	294.68	
513461.02	5402653.00	294.78	
513461.06	5402651.50	294.83	
513462.47	5402652.10	294.89	
513462.45	5402653.70	294.78	
513462.43	5402655.30	294.74	
513462.41	5402656.90	294.64	
513462.39	5402658.50	294.59	
513462.35	5402661.60	294.46	
513462.33	5402663.20	294.46	
513462.29	5402664.70	295.10	
513462.27	5402666.30	294.86	
513462.25	5402667.90	294.88	
513462.03	5402685.20	294.42	
513462.01	5402686.90	294.14	
513462.00	5402688.50	294.03	
513461.98	5402690.00	293.92	
513461.97	5402691.50	293.72	
513461.95	5402692.80	293.57	
513461.94	5402694.10	293.47	
513461.93	5402695.10	293.40	
513461.93	5402695.80	293.38	
513461.93	5402696.40	293.27	
513461.93	5402696.80	293.26	
513461.93	5402697.40	293.18	
513461.94	5402697.60	293.24	
513461.95	5402697.70	293.14	
513461.95	5402698.00	293.21	
513461.96	5402698.20	293.17	
513461.96	5402698.30	293.17	
513461.97	5402698.60	293.19	
513461.97	5402698.70	293.17	
513461.98	5402698.70	293.16	
513461.98	5402698.90	293.14	
513461.99	5402699.00	293.10	
513462.00	5402699.00	293.17	
513462.00	5402699.10	293.12	
513462.01	5402699.10	293.22	
513462.02	5402699.10	293.17	
513462.03	5402699.10	293.19	
513462.04	5402699.10	293.12	
513462.05	5402698.90	293.19	
513462.09	5402697.90	293.14	
513462.10	5402697.20	293.28	
513462.13	5402696.20	293.32	
513462.16	5402695.00	293.42	
513462.18	5402693.70	293.56	
513462.21	5402692.30	293.67	
513462.24	5402690.90	293.81	
513462.27	5402689.50	293.97	
513462.30	5402688.00	294.08	
513462.33	5402686.50	294.29	
513462.36	5402685.10	294.53	
513462.67	5402671.80	294.75	
513462.74	5402668.80	294.84	
513462.77	5402667.20	294.86	
513462.86	5402664.20	294.44	
513462.89	5402662.70	294.51	
513462.93	5402661.10	294.54	
513463.00	5402658.00	294.62	
513463.03	5402656.40	294.64	
513463.06	5402654.90	294.76	
513463.10	5402653.30	294.77	
513463.14	5402651.70	294.84	
513463.17	5402650.20	294.98	
513464.57	5402651.00	294.96	
513464.55	5402652.40	294.88	
513464.53	5402654.00	294.80	
513464.51	5402655.60	294.80	
513464.49	5402657.20	294.67	
513464.47	5402658.80	294.54	
513464.45	5402660.30	294.55	
513464.43	5402662.00	294.45	
513464.41	5402663.50	294.36	
513464.39	5402665.00	294.37	
513464.37	5402666.70	294.26	
513464.35	5402668.20	294.45	
513464.29	5402671.30	294.81	
513464.27	5402672.80	294.97	
513464.24	5402674.40	295.06	
513464.08	5402687.10	294.61	
513464.06	5402690.30	293.93	
513464.05	5402691.80	293.66	
513464.03	5402693.20	293.61	
513464.02	5402694.40	293.42	
513464.01	5402695.40	293.38	
513464.01	5402696.20	293.32	
513464.01	5402696.80	293.28	
513464.01	5402697.10	293.30	
513464.01	5402697.50	293.23	
513464.02	5402697.70	293.22	
513464.02	5402697.90	293.23	
513464.03	5402698.00	293.17	
513464.03	5402698.20	293.27	
513464.03	5402698.30	293.21	
513464.04	5402698.60	293.24	
